google_translate,naive_gpt,transidiomation
0.3842565597667639,0.4406130268199234,0.3328191741813004
0.2904040404040404,0.1396648044692737,0.2078212290502793
0.1612903225806452,0.1578947368421053,0.1530612244897959
0.2127659574468085,0.108695652173913,0.108695652173913
0.5665620564772671,0.4970730438938004,0.5309002609250167
0.2733262108262108,0.2384615384615385,0.3035391371738569
0.4734848484848485,0.4218106995884773,0.4155755081681008
0.6097560975609756,0.6995884773662552,0.7458847736625513
0.2450980392156863,0.101010101010101,0.3611650485436893
0.8142687621597009,0.6414033457249071,0.5991212113661094
0.4423868312757201,0.2021739130434783,0.3859031593406593
0.4536489151873767,0.2804630624179497,0.3713235294117647
0.6371428571428571,0.6371428571428571,0.6371428571428571
0.9193350392475534,0.6308674125514403,0.5999999999999999
0.5244386803923158,0.6968217329545455,0.711329908675799
0.2871807405596969,0.4902366863905325,0.4674796747967479
0.529185236467483,0.4889104402091416,0.5123920913394598
0.6087662337662338,0.6874430379746834,0.5606702514800933
0.2703845903559575,0.211964641434263,0.3144725710939024
0.4134412385643913,0.4208333333333333,0.4523162215469907
0.327945631377551,0.4855769230769231,0.4912451361867703
0.5192203131796433,0.6592642997814573,0.6185183743382124
0.6545430672268908,0.6336088154269972,0.6284153005464481
0.7935180556372406,0.6211990278152849,0.7362443038835611
0.4353648180808675,0.280016447368421,0.2814980158730159
0.4463378906250001,0.3846153846153846,0.4428779069767442
0.5429260412520779,0.3654761904761905,0.4808121243425995
0.9139118457300276,0.8641610914338187,0.81267217630854
0.6053372149442018,0.401218220338983,0.4748936170212766
0.506350267379679,0.5179807907080635,0.5269186712485682
0.6644218445460682,0.6385233624862928,0.6069976967890529
0.5476190476190477,0.5476190476190477,0.5476190476190477
0.5952380952380953,0.2272727272727273,0.625
0.7496684208274507,0.6510849056603775,0.7872137404580151
0.512198706643151,0.5603885747426418,0.6927865376064576
0.5746245051711412,0.5746245051711412,0.6404522593351065
0.3880137533983687,0.3828402366863905,0.4781699871275553
0.5402926180788487,0.6090663958537612,0.4693744267557651
