naive_gpt,transidiomation,google_translate
1.33333333333333,1.26666666666667,1.06666666666667
0.9375,1,0.6875
1.57142857142857,0.714285714285714,1.28571428571429
1.125,1.25,1.375
0.973684210526316,0.763157894736842,0.842105263157895
0.846153846153846,1,0.923076923076923
1.23529411764706,0.470588235294118,1
0.7,0.3,0.8
1,1.11111111111111,1.11111111111111
0.92,0.76,0.92
1.33333333333333,1,1.33333333333333
1,0.866666666666667,0.8
0.333333333333333,0.333333333333333,0.333333333333333
0.636363636363636,0.772727272727273,0.0909090909090909
0.4,0.35,0.7
1.07142857142857,0.928571428571429,1.21428571428571
0.848484848484849,0.818181818181818,0.757575757575758
0.931034482758621,0.793103448275862,0.551724137931035
0.916666666666667,0.541666666666667,0.875
0.857142857142857,0.857142857142857,1.14285714285714
0.708333333333333,0.916666666666667,0.875
0.558823529411765,0.794117647058824,0.735294117647059
1,0.454545454545455,0.454545454545455
0.40625,0.40625,0.21875
1,0.933333333333333,0.533333333333333
1.21739130434783,1.21739130434783,1.08695652173913
1,0.866666666666667,0.9
0.636363636363636,0.545454545454545,0.272727272727273
1.2,0.5,0.5
0.705882352941177,1,0.705882352941177
0.896551724137931,0.931034482758621,0.448275862068966
0.727272727272727,0.818181818181818,0.727272727272727
1.8,1.4,1
0.52,0.92,0.44
0.533333333333333,0.533333333333333,0.6
0.678571428571429,1.03571428571429,0.607142857142857
1.2,0.44,1.08
0.487804878048781,0.51219512195122,0.536585365853659
0.833333333333333,1,0.166666666666667
0.818181818181818,0.909090909090909,0.818181818181818
0.636363636363636,0.727272727272727,0.636363636363636
0.675675675675676,0.756756756756757,0.702702702702703
0.869565217391304,1.08695652173913,0.739130434782609
0.5,0.65,0.4
0.625,0.875,0.4375
1.2,1.2,1.06666666666667
0.714285714285714,0.678571428571429,0.714285714285714
0.813953488372093,0.72093023255814,0.674418604651163
0.645161290322581,0.903225806451613,0.483870967741936
0.730769230769231,0.846153846153846,0.423076923076923
0.775,0.725,0.75
0.75,1,0.535714285714286
0.722222222222222,0.833333333333333,0.555555555555556
0.411764705882353,0.705882352941177,0.588235294117647
0.966666666666667,0.833333333333333,0.866666666666667
0.619047619047619,0.571428571428571,0.571428571428571
0.533333333333333,1.06666666666667,0.533333333333333
1.625,0.375,1.5
1.15384615384615,1.23076923076923,0.615384615384615
0.75,0.6875,0.25
0.580645161290323,0.67741935483871,0.516129032258065
0.789473684210526,0.868421052631579,0.815789473684211
0.863636363636364,0.931818181818182,0.613636363636364
0.666666666666667,0.533333333333333,0.466666666666667
0.666666666666667,0.805555555555556,0.722222222222222
0.5,0.676470588235294,0.647058823529412
0.555555555555556,0.722222222222222,0.555555555555556
0.962962962962963,0.777777777777778,0.62962962962963
0.428571428571429,0.785714285714286,0.357142857142857
0.647058823529412,0.705882352941177,0.764705882352941
0.8125,0.75,0.8125
0.5,2,0
1.03846153846154,0.884615384615385,1.07692307692308
0.25,0,0.25
0.470588235294118,0.941176470588235,0.470588235294118
1.17241379310345,0.793103448275862,0.827586206896552
0.875,0.5,0.0625
0.5,0.5,0.5
0.916666666666667,0.916666666666667,0.916666666666667
0.4,0.7,0.1
0.697674418604651,0.813953488372093,0.465116279069767
1.5,0.9,1
1,0.882352941176471,1.05882352941177
0.923076923076923,1.11538461538462,0.5
1.16,1.08,1.12
0.416666666666667,0.916666666666667,0.416666666666667
1.2,1,0.96
0.473684210526316,0.368421052631579,0.473684210526316
0.90625,0.96875,0.90625
1,0.666666666666667,1
0.74468085106383,0.51063829787234,0.127659574468085
0.863636363636364,0.931818181818182,0.454545454545455
1,1,0.9
0.7,0.633333333333333,0.566666666666667
0.928571428571429,0.928571428571429,0.857142857142857
0.714285714285714,0.571428571428571,0.464285714285714
0.35,0.8,0.1
0.818181818181818,0.727272727272727,0.848484848484849
0.702702702702703,0.594594594594595,0.378378378378378
0.6,0.65,0.7
0.666666666666667,0.666666666666667,0.8
0.5,0.617647058823529,0.558823529411765
0.666666666666667,0.727272727272727,0.606060606060606
0.814814814814815,0.962962962962963,0.62962962962963
0.5,0.583333333333333,0.583333333333333
0.851851851851852,0.555555555555556,0.666666666666667
1.11538461538462,0.730769230769231,0.884615384615385
1,1.11764705882353,1
0.928571428571429,0.892857142857143,0.785714285714286
0.558823529411765,0.5,0.411764705882353
0.848484848484849,0.939393939393939,0.727272727272727
0.375,0.375,0.375
0.964285714285714,1.10714285714286,0.892857142857143
0.923076923076923,0.923076923076923,0.923076923076923
0.75,0.75,0.571428571428571
0.386363636363636,0.659090909090909,0.454545454545455
0.918918918918919,0.837837837837838,0.675675675675676
0.527777777777778,0.694444444444444,0.416666666666667
0.7,0.8,0.8
0.529411764705882,0.411764705882353,0.588235294117647
1.16666666666667,0.75,0.416666666666667
0.658536585365854,0.804878048780488,0.51219512195122
0.833333333333333,0.541666666666667,0.791666666666667
0.692307692307692,1.15384615384615,0.653846153846154
0.666666666666667,0.606060606060606,0.454545454545455
0.4,0.6,0.8
1.125,1.625,1.5
0.72,0.68,0.8
0.682926829268293,0.75609756097561,0.536585365853659
0.619047619047619,0.857142857142857,0.523809523809524
0.277777777777778,0.611111111111111,0.111111111111111
1.1,0.4,1
1.28,1.16,0.72
0.933333333333333,0.866666666666667,0.6
0.818181818181818,0.772727272727273,0.772727272727273
1.05555555555556,1.05555555555556,0.944444444444444
0.125,0.125,0
0.545454545454545,0.454545454545455,0.272727272727273
0.6,1.3,0.3
0.80952380952381,0.714285714285714,0.80952380952381
1.3125,0.9375,0.9375
0.645161290322581,0.645161290322581,0.483870967741936
1.35714285714286,1.64285714285714,0.5
1.08333333333333,1.08333333333333,0.666666666666667
0.892857142857143,0.892857142857143,0.892857142857143
0.941176470588235,0.705882352941177,0.882352941176471
0.666666666666667,0.80952380952381,0.714285714285714
1.15384615384615,0.923076923076923,1.07692307692308
0.833333333333333,0.666666666666667,0.541666666666667
0.972222222222222,0.861111111111111,0.861111111111111
1,1.06666666666667,1
1.16666666666667,1.33333333333333,1.08333333333333
0.846153846153846,1,0.923076923076923
0.736842105263158,0.789473684210526,0.631578947368421
1,0.80952380952381,1.19047619047619
0.391304347826087,0.652173913043478,0.434782608695652
1,1.25,0.375
0.333333333333333,0.333333333333333,0.416666666666667
0.694444444444444,0.75,0.694444444444444
0.930232558139535,0.883720930232558,0.837209302325581
1.11764705882353,1.05882352941177,1.05882352941177
0.833333333333333,0.75,0.75
1.25,1.25,1.33333333333333
0.793103448275862,1.13793103448276,0.793103448275862
1.18181818181818,0.727272727272727,0.545454545454545
0.615384615384615,0.846153846153846,0.615384615384615
0.875,0.916666666666667,0.666666666666667
0.615384615384615,0.538461538461538,0.615384615384615
1.07692307692308,0.923076923076923,0.846153846153846
0.875,0.875,0.833333333333333
0.833333333333333,0.805555555555556,0.861111111111111
0.655172413793103,0.896551724137931,0.724137931034483
0.837837837837838,0.891891891891892,0.702702702702703
0.6,0.6,0.8
0.933333333333333,1,0.333333333333333
0.636363636363636,0.727272727272727,0.727272727272727
0.657142857142857,0.771428571428572,0.571428571428571
0.896551724137931,0.827586206896552,0.724137931034483
0.894736842105263,0.842105263157895,0.842105263157895
0.384615384615385,0.615384615384615,0.653846153846154
0.9375,0.5,0.6875
0.615384615384615,0.923076923076923,0.384615384615385
0.5,0.5,0.227272727272727
0.655172413793103,0.482758620689655,0.689655172413793
1,1.25,0.5
1.03448275862069,1.03448275862069,1
0.833333333333333,0.611111111111111,0.777777777777778
0.857142857142857,0.714285714285714,0.285714285714286
0.823529411764706,0.882352941176471,1
0.871794871794872,0.769230769230769,0.820512820512821
0.866666666666667,0.6,1.06666666666667
0.741935483870968,0.870967741935484,0.645161290322581
1.29411764705882,1.05882352941177,1.23529411764706
0.363636363636364,0.272727272727273,0.363636363636364
0.813953488372093,0.72093023255814,0.86046511627907
0.615384615384615,1.07692307692308,0.769230769230769
0.678571428571429,0.714285714285714,0.5
1.25,1.16666666666667,0.791666666666667
0.911764705882353,0.823529411764706,0.852941176470588
0.878787878787879,0.818181818181818,0.696969696969697
0.85,0.85,0.775
1.25,1.125,1
0.84375,0.8125,0.59375
1.25,1,1
0.870967741935484,0.967741935483871,0.225806451612903
0.565217391304348,0.608695652173913,0.478260869565217
0.769230769230769,0.846153846153846,0.846153846153846
1,1.2,1
0.454545454545455,0.787878787878788,0.727272727272727
0.666666666666667,0.916666666666667,0.5
0.857142857142857,0.761904761904762,0.80952380952381
0.846153846153846,1,1
0.3,0.2,0.4
0.923076923076923,1.19230769230769,0.961538461538462
2,1.85714285714286,1.42857142857143
1.08333333333333,0.583333333333333,0.75
0.689655172413793,0.793103448275862,0.482758620689655
1.05,0.85,0.6
0.891891891891892,0.72972972972973,0.864864864864865
0.647058823529412,0.529411764705882,0.235294117647059
0.658536585365854,0.731707317073171,0.439024390243902
0.8,0.75,0.4
0.793103448275862,0.689655172413793,0.793103448275862
1,0.878787878787879,0.787878787878788
0.970588235294118,0.588235294117647,0.352941176470588
0.772727272727273,0.454545454545455,0.5
0.666666666666667,0.666666666666667,0.375
2,0.125,1.875
0.708333333333333,0.833333333333333,0.583333333333333
1,1.25,0.958333333333333
